Ensembl	Name	AltNames	Biotype	GeneLength	SumExonLength	Chr
FBgn0031398	CG10880	CG10880-RA	protein_coding	1340	1285	2L
FBgn0031399	mio	mio-RA	protein_coding	3336	2956	2L
FBgn0031401	papi	CG7082,CG7082-RA	protein_coding	4797	2692	2L
FBgn0031403	CG15387	CG15387-RA	protein_coding	750	693	2L
FBgn0031405	CG4267	CG4267-RA	protein_coding	2037	1322	2L
FBgn0031406	Send1	CG17012,CG17012-RA	protein_coding	875	875	2L
FBgn0031407	CG4270	CG4270-RB	protein_coding	800	729	2L
FBgn0031408	CG10882	CG10882-RA	protein_coding	5050	4138	2L
FBgn0031409	CG4271	CG4271-RA	protein_coding	764	764	2L
FBgn0031410	CG17237	CG17237-RA	protein_coding	914	914	2L
FBgn0031412	CG16995	CG16995-RA	protein_coding	925	721	2L
FBgn0031413	CG9967	CG9967-RB	protein_coding	48596	1783	2L
FBgn0031414	eys	eys-RC	protein_coding	47265	8481	2L
FBgn0031417	CG3597	CG3597-RA	protein_coding	1373	1229	2L
FBgn0031418	CG3609	CG3609-RA	protein_coding	2173	1364	2L
FBgn0031419	CG15390	CG15390-RA	protein_coding	985	929	2L
FBgn0031420	Atxn7	CG9866,CG9866-RB	protein_coding	4666	4078	2L
FBgn0031421	CG9867	CG9867-RA	protein_coding	1938	1830	2L
FBgn0031422	CG9870	CG9870-RA	protein_coding	1546	1493	2L
FBgn0031423	CG3557	CG3557-RA	protein_coding	1032	977	2L
FBgn0031424	VGlut	VGlut-RA	protein_coding	19003	6174	2L
FBgn0031426	CG18641	CG18641-RB	protein_coding	4699	1790	2L
FBgn0031428	CG9886	CG9886-RA	protein_coding	3818	3762	2L
FBgn0031429	CG15393	CG15393-RA	protein_coding	366	366	2L
FBgn0031430	CG3528	CG3528-RA	protein_coding	936	883	2L
FBgn0031431	CG3515	CG3515-RA	protein_coding	1681	1511	2L
FBgn0031432	Cyp309a1	Cyp309a1-RA	protein_coding	2348	1997	2L
FBgn0031434	insv	CG3227-RA,CG3227	protein_coding	1718	1654	2L
FBgn0031435	Elba2	CG9883-RA,CG9883	protein_coding	1493	1493	2L
FBgn0031436	CG3214	CG3214-RB	protein_coding	972	733	2L
FBgn0031437	Arpc5	p16-ARC-RA,p16-ARC	protein_coding	1132	1070	2L
FBgn0031439	CG15394		protein_coding	3922	635	2L
FBgn0031440	CG15395	CG15395-RB	protein_coding	1290	1234	2L
FBgn0031441	CG9962	CG9962-RA	protein_coding	1144	1144	2L
FBgn0031442	Prosbeta4R1	Prosbeta4R1-RA,CG17301	protein_coding	881	830	2L
FBgn0031443	Prosbeta4R2	Prosbeta4R2-RA,CG17302	protein_coding	1709	1647	2L
FBgn0031444	CG9879	CG9879-RA	protein_coding	1204	1147	2L
FBgn0031446	CG15398	CG15398-RB	protein_coding	1108	994	2L
FBgn0031449	CG31689	CG31689-RB	protein_coding	14157	3301	2L
FBgn0031450	Hrs	Hrs-RB	protein_coding	3392	2820	2L
FBgn0031451	CG9961	CG9961-RA	protein_coding	1560	1440	2L
FBgn0031452	Cwc25	Cwc25-RA,CG2843	protein_coding	1847	1730	2L
FBgn0031453	Bacc	CG9894-RA,CG9894	protein_coding	5531	2718	2L
FBgn0031454	CG9960	CG9960-RA	protein_coding	1251	1251	2L
FBgn0031455	Snapin	snapin-RA	protein_coding	1251	1251	2L
FBgn0031456	Trn-SR	Trn-SR-RA	protein_coding	3966	3586	2L
FBgn0031457	CG3077	CG3077-RA	protein_coding	2250	2034	2L
FBgn0031458	aph-1	aph-1-RA	protein_coding	1049	990	2L
FBgn0031459	CG2862	CG2862-RB	protein_coding	770	709	2L
FBgn0031460	CG15399	CG15399-RA	protein_coding	893	824	2L
FBgn0031461	daw	daw-RB,Alp23B	protein_coding	7116	3265	2L
FBgn0031462	CG2964	CG2964-RA	protein_coding	1993	1930	2L
FBgn0031463	G6P	CG15400,CG15400-RB	protein_coding	1425	1194	2L
FBgn0031464	Duox	Duox-RB	protein_coding	14279	5336	2L
FBgn0031465	CG3123	CG3123-RA	protein_coding	1961	1961	2L
FBgn0031466	CG3119	CG3119-RB	protein_coding	2947	1293	2L
FBgn0031467	Cpr23B	Cpr23B-RA	protein_coding	1137	1066	2L
FBgn0031468	CG2975	CG2975-RA	protein_coding	2515	1884	2L
FBgn0031469	CG18558	CG18558-RB	protein_coding	1925	1813	2L
FBgn0031470	CG18557	CG18557-RA	protein_coding	1134	1073	2L
FBgn0031471	CG3117	CG3117-RB	protein_coding	1287	1217	2L
FBgn0031472	CG2983	CG2983-RA	protein_coding	1366	1307	2L
FBgn0031473	CG3104	CG3104-RA	protein_coding	6790	2799	2L
FBgn0031474	CG2991	CG2991-RC	protein_coding	11385	3392	2L
FBgn0031476	CG8813	CG8813-RA	protein_coding	998	998	2L
FBgn0031478	CG8814	CG8814-RA	protein_coding	2279	1785	2L
FBgn0031479	Prx6005	Prx6005-RA	protein_coding	1142	861	2L
FBgn0031483	CG9641	CG9641-RA	protein_coding	2004	1933	2L
FBgn0031484	CG3165	CG3165-RA	protein_coding	1379	1323	2L
FBgn0031485	CG9643	CG9643-RA	protein_coding	878	878	2L
FBgn0031488	CG17265	CG17265-RA	protein_coding	16784	3261	2L
FBgn0031489	CG17224	CG17224-RA	protein_coding	1868	1577	2L
FBgn0031490	CG17264	CG17264-RA	protein_coding	2999	2794	2L
FBgn0031491	alpha4GT1	alpha4GT1-RA	protein_coding	1833	1714	2L
FBgn0031492	CG3542	CG3542-RB	protein_coding	3214	2906	2L
FBgn0031493	CG3605	CG3605-RA	protein_coding	2917	2684	2L
FBgn0031494	CG17219	CG17219-RA	protein_coding	1364	1253	2L
FBgn0031495	GABPI	GABPI-RA,CG17257	protein_coding	1762	1702	2L
FBgn0031496	CG17258	CG17258-RB	protein_coding	3139	2863	2L
FBgn0031497	CG17259	CG17259-RA	protein_coding	1911	1911	2L
FBgn0031498	CG17260	CG17260-RA	protein_coding	1564	1425	2L
FBgn0031499	CG17262		protein_coding	590	474	2L
FBgn0031500	CG17221	CG17221-RA	protein_coding	1915	1709	2L
FBgn0031501	CG17261	CG17261-RA	protein_coding	1043	869	2L
FBgn0031504	CG15403	CG15403-RA	protein_coding	855	855	2L
FBgn0031505	CG12400	CG12400-RA	protein_coding	896	762	2L
FBgn0031506	gkt		protein_coding	2448	2219	2L
FBgn0031512	CG15404	CG15404-RA	protein_coding	533	468	2L
FBgn0031513	CG3347	CG3347-RB	protein_coding	2370	2192	2L
FBgn0031514	CG3332	CG3332-RB	protein_coding	4735	2883	2L
FBgn0031515	CG9664	CG9664-RA	protein_coding	3462	3135	2L
FBgn0031516	CG9663	CG9663-RA	protein_coding	8205	3062	2L
FBgn0031517	CG15406	CG15406-RA	protein_coding	2461	1646	2L
FBgn0031518	CG3277	CG3277-RC	protein_coding	13319	3475	2L
FBgn0031519	CG3326	CG3326-RA	protein_coding	3079	2364	2L
FBgn0031520	CG8837	CG8837-RA	protein_coding	2897	1838	2L
FBgn0031522	CG3285	CG3285-RA	protein_coding	1949	1631	2L
FBgn0031523	CG15408	CG15408-RA	protein_coding	1977	1565	2L
FBgn0031526	CG8838	CG8838-RA	protein_coding	973	973	2L
FBgn0031528	CG15412	CG15412-RB	protein_coding	2145	1889	2L
FBgn0031529	CG9662	CG9662-RA	protein_coding	906	846	2L
FBgn0031530	pgant2	pgant2-RA	protein_coding	22260	3575	2L
FBgn0031531	CG8840	CG8840-RA	protein_coding	640	640	2L
FBgn0031533	CG2772	CG2772-RA	protein_coding	1598	1338	2L
FBgn0031534	Snx1	CG2774,CG2774-RA	protein_coding	2424	2028	2L
FBgn0031535	CG12795	CG12795-RB	protein_coding	1290	1072	2L
FBgn0031536	Cog3	Cog3-RA	protein_coding	3368	2973	2L
FBgn0031537	sec5	sec5-RA	protein_coding	3043	2862	2L
FBgn0031538	CG3246	CG3246-RA	protein_coding	1631	1511	2L
FBgn0031540	CG3238	CG3238-RA	protein_coding	2663	2611	2L
FBgn0031542	CG15414	CG15414-RA	protein_coding	10317	1402	2L
FBgn0031544	CG17593	CG17593-RA	protein_coding	2393	1832	2L
FBgn0031545	CG3213	CG3213-RA	protein_coding	2379	2379	2L
FBgn0031546	CG8851	CG8851-RA	protein_coding	2879	2547	2L
FBgn0031547	Sr-CIV	Sr-CIV-RA	protein_coding	1536	1390	2L
FBgn0031548	CG8852	CG8852-RA	protein_coding	2458	2398	2L
FBgn0031549	Spindly	Spindly-RB	protein_coding	2931	2543	2L
FBgn0031550	Che-13	CG8853-RA,CG8853	protein_coding	1890	1484	2L
FBgn0031554	CG15418	CG15418-RA	protein_coding	572	508	2L
FBgn0031558	CG16704	CG16704-RA	protein_coding	465	350	2L
FBgn0031559	CG3513	CG3513-RA	protein_coding	484	423	2L
FBgn0031560	CG16713	CG16713-RA	protein_coding	380	325	2L
FBgn0031561	CG16712	CG16712-RA	protein_coding	441	381	2L
FBgn0031562	CG3604	CG3604-RA	protein_coding	631	631	2L
FBgn0031563	CG10031	CG10031-RA	protein_coding	642	577	2L
FBgn0031564	CG2816	CG2816-RB	protein_coding	595	542	2L
FBgn0031566	CG2818	CG2818-RA	protein_coding	3451	2896	2L
FBgn0031568	CG10019	CG10019-RB	protein_coding	24152	6367	2L
FBgn0031571	CG3921	CG3921-RA	protein_coding	15560	10223	2L
FBgn0031573	CG3407	CG3407-RA	protein_coding	2610	2418	2L
FBgn0031574	CG3964	CG3964-RA	protein_coding	4840	3758	2L
FBgn0031575	Cep97	CG3980,Cep97-RB	protein_coding	3729	2977	2L
FBgn0031579	CG15422	CG15422-RA	protein_coding	687	687	2L
FBgn0031580	CG15423	CG15423-RA	protein_coding	566	566	2L
FBgn0031581	CG10039	CG10039-RA	protein_coding	1310	548	2L
FBgn0031585	CG2955	CG2955-RA	protein_coding	1925	1925	2L
FBgn0031589	CG3714	CG3714-RE	protein_coding	8732	3288	2L
FBgn0031590	CG3702	CG3702-RA	protein_coding	2448	2369	2L
FBgn0031591	CG15425	CG15425-RA	protein_coding	854	795	2L
FBgn0031592	Art2	Art2-RA	protein_coding	3629	1595	2L
FBgn0031596	CG15429	CG15429-RA	protein_coding	1060	943	2L
FBgn0031597	CG17612	CG17612-RA	protein_coding	2014	1979	2L
FBgn0031598	CG3338	CG3338-RA	protein_coding	3138	2960	2L
FBgn0031599	Psf2	Psf2-RA	protein_coding	871	813	2L
FBgn0031600	CG3652	CG3652-RA	protein_coding	1107	867	2L
FBgn0031601	Dim1	CG3058,Dim1-RA	protein_coding	705	606	2L
FBgn0031602	CG15431	CG15431-RA	protein_coding	37291	6408	2L
FBgn0031603	CG15432	CG15432-RA	protein_coding	666	634	2L
FBgn0031604	Elp3	Elp3-RA	protein_coding	2034	1863	2L
FBgn0031606	CG15439	CG15439-RA	protein_coding	3744	3335	2L
FBgn0031607	CG15440	CG15440-RA	protein_coding	1285	1224	2L
FBgn0031608	CG15435	CG15435-RA	protein_coding	2018	1948	2L
FBgn0031609	CG15443	CG15443-RA	protein_coding	1791	1731	2L
FBgn0031610	CG15436	CG15436-RA	protein_coding	1465	1411	2L
FBgn0031611	CG17840	CG17840-RA	protein_coding	2849	2729	2L
FBgn0031613	HP6	HP6-RA,Umbrea	protein_coding	500	500	2L
FBgn0031617	CG15635	CG15635-RB	protein_coding	3591	3532	2L
FBgn0031619	CG3355	CG3355-RA	protein_coding	1490	1414	2L
FBgn0031620	CG11929	CG11929-RA	protein_coding	4556	3034	2L
FBgn0031621	Elba3	CG15634,CG15634-RA	protein_coding	1446	1446	2L
FBgn0031622	CG3251	CG3251-RA	protein_coding	1738	1685	2L
FBgn0031623	Taf12L	Taf12L-RA	protein_coding	651	591	2L
FBgn0031626	CG15631	CG15631-RA	protein_coding	2046	1995	2L
FBgn0031627	CG15630	CG15630-RA	protein_coding	59453	2672	2L
FBgn0031628	CG3294	CG3294-RA	protein_coding	2033	1541	2L
FBgn0031629	Clect27	CG3244,CG3244-RA	protein_coding	5324	1652	2L
FBgn0031630	CG15629	CG15629-RA	protein_coding	2883	1432	2L
FBgn0031631	CG3225	CG3225-RA	protein_coding	2633	2387	2L
FBgn0031632	CG15628	CG15628-RA	protein_coding	7172	3932	2L
FBgn0031633	Fnta	CG2976-RA,CG2976	protein_coding	1480	1352	2L
FBgn0031634	Ir25a	CG15627,Ir25a-RB	protein_coding	4455	3587	2L
FBgn0031635	tank	CG15626,CG15626-RB	protein_coding	2665	2217	2L
FBgn0031636	CG12194	CG12194-RB	protein_coding	3119	2326	2L
FBgn0031637	mxt	CG2950,CG2950-RA	protein_coding	5814	4096	2L
FBgn0031638	CG11927	CG11927-RA	protein_coding	1734	1734	2L
FBgn0031639	mRpS2	mRpS2-RA	protein_coding	981	924	2L
FBgn0031640	Mon1	CG11926,CG11926-RA	protein_coding	2000	1882	2L
FBgn0031643	CG3008	CG3008-RA	protein_coding	2372	2263	2L
FBgn0031644	CG15625	CG15625-RA	protein_coding	1283	1222	2L
FBgn0031645	CG3036	CG3036-RA	protein_coding	11778	2731	2L
FBgn0031646	CG2837	CG2837-RC	protein_coding	2898	1294	2L
FBgn0031649	hoe2	hoe2-RC	protein_coding	3404	2888	2L
FBgn0031650	CG14044	CG14044-RA	protein_coding	1564	1318	2L
FBgn0031651	mRpL24	mRpL24-RA	protein_coding	1106	875	2L
FBgn0031652	jet	jet-RB	protein_coding	1579	1453	2L
FBgn0031653	Jon25Biii	Jon25Biii-RA	protein_coding	827	827	2L
FBgn0031654	Jon25Bii	Jon25Bii-RA	protein_coding	894	894	2L
FBgn0031655	Marcal1	Marcal1-RA	protein_coding	2784	2411	2L
FBgn0031656	CG8885	CG8885-RA	protein_coding	1105	1042	2L
FBgn0031657	CG3756	CG3756-RA	protein_coding	1213	1153	2L
FBgn0031659	CG14043	CG14043-RA	protein_coding	1986	1986	2L
FBgn0031660	mRpL28	mRpL28-RA	protein_coding	1341	1170	2L
FBgn0031661	Gmd	Gmd-RA	protein_coding	1724	1561	2L
FBgn0031662	CG3792	CG3792-RA	protein_coding	1256	1194	2L
FBgn0031663	CG8891	CG8891-RA	protein_coding	896	769	2L
FBgn0031664	CG8892	CG8892-RB	protein_coding	2080	2080	2L
FBgn0031668	CG31917	CG31917-RA	protein_coding	904	846	2L
FBgn0031670	CG3887	CG3887-RA	protein_coding	1206	1130	2L
FBgn0031671	CG14042		protein_coding	2764	2696	2L
FBgn0031673	CG31650	CG31650-RD	protein_coding	4065	2019	2L
FBgn0031674	CG31919	CG31919-RF	protein_coding	5097	2675	2L
FBgn0031675	CG9121	CG9121-RB	protein_coding	3245	2717	2L
FBgn0031676	CG14040	CG14040-RA	protein_coding	1733	1605	2L
FBgn0031677	CG14036	CG14036-RA	protein_coding	438	438	2L
FBgn0031678	CG31918	CG31918-RA	protein_coding	2267	2267	2L
FBgn0031681	pgant5	pgant5-RB	protein_coding	21423	4545	2L
FBgn0031682	CG5828	CG5828-RA	protein_coding	1935	1935	2L
FBgn0031683	CG4230	CG4230-RA	protein_coding	3068	2318	2L
FBgn0031684	CG8680	CG8680-RA	protein_coding	1112	953	2L
FBgn0031685	CG14035	CG14035-RA	protein_coding	3199	1198	2L
FBgn0031688	Cyp28d2	Cyp28d2-RA	protein_coding	2079	1673	2L
FBgn0031689	Cyp28d1	Cyp28d1-RA	protein_coding	1986	1617	2L
FBgn0031690	CG7742	CG7742-RA	protein_coding	2687	2194	2L
FBgn0031691	CG14034		protein_coding	1323	1108	2L
FBgn0031692	TpnC25D	TpnC25D-RA	protein_coding	2353	1250	2L
FBgn0031693	Cyp4ac1	Cyp4ac1-RA	protein_coding	1899	1666	2L
FBgn0031694	Cyp4ac2	Cyp4ac2-RB	protein_coding	2064	1709	2L
FBgn0031695	Cyp4ac3	Cyp4ac3-RA	protein_coding	1832	1606	2L
FBgn0031696	Bub1	CG14030,Bub1-RA	protein_coding	4419	4279	2L
FBgn0031697	CG14024	CG14024-RA	protein_coding	3585	2616	2L
FBgn0031698	Ncoa6	CG14023-RA,CG14023	protein_coding	11394	10041	2L
FBgn0031700	CG14022	CG14022-RA	protein_coding	905	652	2L
FBgn0031701	TotM	TotM-RA	protein_coding	608	552	2L
FBgn0031702	fusl	CG14021,fusl-RA	protein_coding	7604	3231	2L
FBgn0031703	CG12512	CG12512-RA	protein_coding	3103	2054	2L
FBgn0031707	CG14020	CG14020-RA	protein_coding	1213	1213	2L
FBgn0031708	CG7382	CG7382-RA	protein_coding	1004	888	2L
FBgn0031710	CG7371	CG7371-RA	protein_coding	2618	2168	2L
FBgn0031711	CG6907	CG6907-RA	protein_coding	1671	1671	2L
FBgn0031713	CG7277	CG7277-RA	protein_coding	1604	1604	2L
FBgn0031715	tomb	tomb-RA	protein_coding	898	836	2L
FBgn0031716	CG14015	CG14015-RA	protein_coding	2347	2148	2L
FBgn0031717	Oscillin	Oscillin-RB	protein_coding	2529	2281	2L
FBgn0031718	CG14014	CG14014-RB	protein_coding	1127	1127	2L
FBgn0031719	CG18269	CG18269-RA	protein_coding	919	919	2L
FBgn0031720	CG14013	CG14013-RA	protein_coding	1008	955	2L
FBgn0031721	CG14017	CG14017-RA	protein_coding	1241	1179	2L
FBgn0031722	CG14011	CG14011-RA	protein_coding	1537	1482	2L
FBgn0031723	CG7251	CG7251-RA	protein_coding	1300	1243	2L
FBgn0031724	CG18266	CG18266-RA	protein_coding	1804	1804	2L
FBgn0031725	CG14010	CG14010-RA	protein_coding	16224	2988	2L
FBgn0031726	Cyp6a16	Cyp6a16Psi,Cyp6a16Psi-RA	protein_coding	3148	2501	2L
FBgn0031728	Hsp60C	Hsp60C-RC	protein_coding	7990	2162	2L
FBgn0031729	CG12511	CG12511-RA	protein_coding	918	918	2L
FBgn0031730	CG7236	CG7236-RA	protein_coding	7418	2495	2L
FBgn0031731	CG14007	CG14007-RB	protein_coding	1332	1090	2L
FBgn0031732	CG11149	CG11149-RA	protein_coding	2779	2178	2L
FBgn0031733	CG14006	CG14006-RA	protein_coding	2397	2397	2L
FBgn0031734	CG11147	CG11147-RA	protein_coding	7570	3030	2L
FBgn0031735	CG11029	CG11029-RA	protein_coding	1805	1805	2L
FBgn0031736	CG11030	CG11030-RA	protein_coding	37765	4173	2L
FBgn0031737	obst-E	obst-E-RB	protein_coding	3590	1810	2L
FBgn0031738	CG9171	CG9171-RD	protein_coding	33252	5434	2L
FBgn0031739	CG14005	CG14005-RA	protein_coding	1459	1396	2L
FBgn0031740	CG7239	CG7239-RA	protein_coding	1811	1752	2L
FBgn0031741	CG11034	CG11034-RA	protein_coding	3669	2550	2L
FBgn0031745	rau	CG8965,CG8965-RA	protein_coding	19730	2268	2L
FBgn0031746	CG9029	CG9029-RA	protein_coding	608	561	2L
FBgn0031747	CG9021	CG9021-RA	protein_coding	1512	1382	2L
FBgn0031749	CG14000	CG14000-RA	protein_coding	1363	1363	2L
FBgn0031751	CG9016	CG9016-RB	protein_coding	778	724	2L
FBgn0031752	CG9044	CG9044-RB	protein_coding	5786	4425	2L
FBgn0031753	CG13999	CG13999-RA	protein_coding	1155	1041	2L
FBgn0031756	CG13992	CG13992-RA	protein_coding	2362	2313	2L
FBgn0031757	Ucp4C	Ucp4C-RA	protein_coding	1196	1196	2L
FBgn0031758	Ucp4B	Ucp4B-RB	protein_coding	1167	1167	2L
FBgn0031759	lid	lid-RA	protein_coding	10102	7158	2L
FBgn0031760	Tsp26A	Tsp26A-RB	protein_coding	3511	3030	2L
FBgn0031762	CG9098	CG9098-RA	protein_coding	4975	3750	2L
FBgn0031763	CG13996	CG13996-RA	protein_coding	884	832	2L
FBgn0031764	CG9107	CG9107-RA	protein_coding	1589	1534	2L
FBgn0031765	CG9109	CG9109-RA	protein_coding	8554	1842	2L
FBgn0031766	CG9117	CG9117-RA	protein_coding	906	906	2L
FBgn0031768	CG12393	CG12393-RB	protein_coding	2473	1842	2L
FBgn0031769	CG9135	CG9135-RA	protein_coding	3078	2412	2L
FBgn0031770	CG13995	CG13995-RA	protein_coding	5868	3379	2L
FBgn0031771	CG9140	CG9140-RA	protein_coding	1916	1590	2L
FBgn0031772	CG13994	CG13994-RA	protein_coding	683	631	2L
FBgn0031773	Fbw5	Fbw5-RA,CG9144	protein_coding	2392	2285	2L
FBgn0031774	CG9147	CG9147-RB	protein_coding	1639	1498	2L
FBgn0031775	CG9150	CG9150-RB	protein_coding	927	870	2L
FBgn0031776	CG13993	CG13993-RA	protein_coding	760	595	2L
FBgn0031777	CG9154	CG9154-RA	protein_coding	897	787	2L
FBgn0031778	CR9162	CG9162-RA,CG9162	lincRNA	1284	1239	2L
FBgn0031779	CG9175	CG9175-RA	protein_coding	2269	2078	2L
FBgn0031781	Arpc4	Arc-p20,Arc-p20-RA	protein_coding	780	712	2L
FBgn0031782	WDR79	CG9226,WDR79-RA	protein_coding	1897	1724	2L
FBgn0031783	tectonic	tectonic-RA	protein_coding	2794	2590	2L
FBgn0031784	CG9222	CG9222-RA	protein_coding	1462	1290	2L
FBgn0031785	CG13991	CG13991-RA	protein_coding	5629	5629	2L
FBgn0031786	CG13989	CG13989-RA	protein_coding	910	855	2L
FBgn0031791	AANATL2	CG9486-RA,CG9486	protein_coding	964	964	2L
FBgn0031792	CG13983	CG13983-RA	protein_coding	934	877	2L
FBgn0031796	CG13984		protein_coding	303	303	2L
FBgn0031799	Pez	Pez-RA	protein_coding	5791	4546	2L
FBgn0031800	CG9497	CG9497-RA	protein_coding	1998	1774	2L
FBgn0031801	CG9498	CG9498-RA	protein_coding	1642	1514	2L
FBgn0031802	ppk7	ppk7-RA	protein_coding	2008	1722	2L
FBgn0031803	ppk14	ppk14-RA	protein_coding	1717	1515	2L
FBgn0031804	CG9500	CG9500-RA	protein_coding	1314	1148	2L
FBgn0031805	CG9505	CG9505-RA	protein_coding	2309	2309	2L
FBgn0031807	CG13981		protein_coding	469	387	2L
FBgn0031808	CG9507	CG9507-RA	protein_coding	2154	2154	2L
FBgn0031809	CG9508		protein_coding	11930	2847	2L
FBgn0031810	CG9511		protein_coding	15287	2216	2L
FBgn0031811	CG13982	CG13982-RA	protein_coding	3021	2643	2L
FBgn0031812	CG9523	CG9523-RA	protein_coding	2037	1919	2L
FBgn0031813	CG9527	CG9527-RA	protein_coding	21680	2887	2L
FBgn0031814	retm	retm-RA	protein_coding	7466	3700	2L
FBgn0031815	frj	CG9526-RA,CG9526	protein_coding	2957	2254	2L
FBgn0031816	CG16947	CG16947-RA	protein_coding	6655	2252	2L
FBgn0031817	CG9531	CG9531-RA	protein_coding	1482	1369	2L
FBgn0031818	CG9536	CG9536-RA	protein_coding	2538	1944	2L
FBgn0031820	DLP	DLP-RA	protein_coding	6648	5718	2L
FBgn0031821	KFase	CG9542,CG9542-RA	protein_coding	1415	1363	2L
FBgn0031822	CG9548	CG9548-RA	protein_coding	689	483	2L
FBgn0031824	CG9547	CG9547-RA	protein_coding	1559	1441	2L
FBgn0031826	CG9550	CG9550-RA	protein_coding	1414	1298	2L
FBgn0031829	Osm6	osm-6,osm-6-RA	protein_coding	1786	1470	2L
FBgn0031830	CoVb	CG11015,CG11015-RA	protein_coding	1509	729	2L
FBgn0031831	CG11043	CG11043-RA	protein_coding	703	647	2L
FBgn0031832	CG9596	CG9596-RB	protein_coding	2864	2343	2L
FBgn0031834	CG13766	CG13766-RA	protein_coding	2070	2070	2L
FBgn0031835	CG11319	CG11319-RA	protein_coding	32669	8072	2L
FBgn0031836	CG11050	CG11050-RA	protein_coding	6107	2405	2L
FBgn0031837	CG11320	CG11320-RB	protein_coding	4567	1327	2L
FBgn0031842	Tango1	Tango1-RB	protein_coding	5187	4679	2L
FBgn0031844	CG13771	CG13771-RA	protein_coding	1552	1431	2L
FBgn0031845	CG9232	CG9232-RA	protein_coding	1768	1482	2L
FBgn0031848	Nse1	CG11329,CG11329-RA	protein_coding	977	977	2L
FBgn0031849	CG11327	CG11327-RB	protein_coding	1871	1808	2L
FBgn0031850	Tsp	Tsp-RG	protein_coding	22296	5017	2L
FBgn0031851	Aatf	CG11188-RA,CG11188	protein_coding	1765	1703	2L
FBgn0031853	TTLL3B	TTLL3B-RB,CG11201	protein_coding	3284	3017	2L
FBgn0031854	TTLL3A	CG11323,TTLL3A-RA	protein_coding	3825	3076	2L
FBgn0031855	CG11221	CG11221-RA	protein_coding	13632	2722	2L
FBgn0031856	CG11322	CG11322-RB	protein_coding	1765	1765	2L
FBgn0031857	CG11321	CG11321-RC	protein_coding	12927	9867	2L
FBgn0031858	CG17378	CG17378-RB	protein_coding	4404	3254	2L
FBgn0031859	CG17377	CG17377-RB	protein_coding	1483	1312	2L
FBgn0031860	CG11236	CG11236-RA	protein_coding	1362	1181	2L
FBgn0031861	CG17375	CG17375-RB	protein_coding	1469	1280	2L
FBgn0031865	Nha1	CG10806,Nha1-RA	protein_coding	9485	2745	2L
FBgn0031866	Nlg2	neuroligin-RA,neuroligin	protein_coding	31757	5645	2L
FBgn0031868	Rat1	CG10354,Rat1-RA	protein_coding	3341	3341	2L
FBgn0031869	CG18304	CG18304-RA	protein_coding	10270	6641	2L
FBgn0031871	Fgop2	CG10158-RA,CG10158	protein_coding	2112	2048	2L
FBgn0031872	ihog	iHog-RA	protein_coding	3345	3276	2L
FBgn0031873	Gas41	Gas41-RA	protein_coding	898	840	2L
FBgn0031874	CG13775	CG13775-RA	protein_coding	2594	2178	2L
FBgn0031875	CG3430	CG3430-RA	protein_coding	2097	1973	2L
FBgn0031876	Atac1	Atac1-RA	protein_coding	1230	1230	2L
FBgn0031877	CG10399	CG10399-RA	protein_coding	1277	1218	2L
FBgn0031878	sip2	sip2-RE	protein_coding	2559	2345	2L
FBgn0031879	uif	SP1070,SP1070-RB	protein_coding	37532	11820	2L
FBgn0031880	CG13776	CG13776-RA	protein_coding	2411	1452	2L
FBgn0031881	CG3476	CG3476-RA	protein_coding	1434	1245	2L
FBgn0031882	Rab30	Rab30-RB	protein_coding	2114	2055	2L
FBgn0031883	Caper	CG11266-RB,CG11266	protein_coding	5158	3222	2L
FBgn0031885	Mnn1	Mnn1-RA	protein_coding	7286	5292	2L
FBgn0031886	Nuf2	CG8902,Nuf2-RA	protein_coding	1407	1290	2L
FBgn0031887	CG11289	CG11289-RB	protein_coding	1564	1513	2L
FBgn0031888	Pvf2	Pvf2-RA	protein_coding	15100	2102	2L
FBgn0031893	CG4495	CG4495-RA	protein_coding	3296	2088	2L
FBgn0031894	CG4496	CG4496-RA	protein_coding	4550	2764	2L
FBgn0031895	CG4497	CG4497-RA	protein_coding	4158	2741	2L
FBgn0031896	CG4502	CG4502-RB	protein_coding	9357	2082	2L
FBgn0031897	CG13784	CG13784-RC	protein_coding	15496	5455	2L
FBgn0031898	CG4567		protein_coding	2808	2598	2L
FBgn0031899	Ndae1		protein_coding	13684	3688	2L
FBgn0031900	CG13786	CG13786-RA	protein_coding	2376	2185	2L
FBgn0031902	Wnt6	Wnt6-RA	protein_coding	18829	2855	2L
FBgn0031903	Wnt10	Wnt10-RA	protein_coding	14150	2375	2L
FBgn0031904	CG5149	CG5149-RB	protein_coding	3768	1898	2L
FBgn0031905	gudu	CG5155,CG5155-RA	protein_coding	2395	2252	2L
FBgn0031906	CG5160	CG5160-RB	protein_coding	7767	1686	2L
FBgn0031907	CG5171	CG5171-RA	protein_coding	3192	1529	2L
FBgn0031908	CG5177	CG5177-RA	protein_coding	3374	1123	2L
FBgn0031909	CG5181	CG5181-RA	protein_coding	1277	1214	2L
FBgn0031910	CG15818	CG15818-RA	protein_coding	1321	1321	2L
FBgn0031912	CG5261	CG5261-RB	protein_coding	3464	2451	2L
FBgn0031913	CG5958	CG5958-RA	protein_coding	2987	1174	2L
FBgn0031914	CG5973	CG5973-RD	protein_coding	8391	3186	2L
